sentence,label,idx
those who do will have found a cult favorite to enjoy for a lifetime . ,1,2981
undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold ,0,2982
"starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television ",0,2983
is even worse ,0,2984
the inspiration of the original ,1,2985
if oscar had a category called best bad film you thought was going to be really awful but was n't ,1,2986
fine idea ,1,2987
mawkish ,0,2988
"payne has created a beautiful canvas , and nicholson proves once again that he 's the best brush in the business . ",1,2989
the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities . ,0,2990
so stupid ,0,2991
a good chance of being the big ,1,2992
"wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness ",1,2993
it 's a masterpeice . ,1,2994
a sour taste ,0,2995
", much better . ",1,2996
"but on the whole , you 're gon na like this movie . ",1,2997
a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about ,0,2998
the picture provides a satisfyingly unsettling ride into the dark places of our national psyche . ,1,2999
"buy is an accomplished actress , and this is a big , juicy role ",1,3000
are too simplistic to maintain interest ,0,3001
most wondrously gifted artists ,1,3002
"rushed , ",0,3003
"relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius . ",1,3004
thanks to the presence of ` the king ,1,3005
surreal ache of mortal awareness ,1,3006
the unexplored story opportunities of `` punch-drunk love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer/director anderson . ,1,3007
by movies ' end you 'll swear you are wet in some places and feel sand creeping in others ,1,3008
economical ,1,3009
as powerful rather than cloying ,1,3010
its luckiest viewers will be seated next to one of those ignorant ,0,3011
does n't add up to a whole lot . ,0,3012
in perfect balance ,1,3013
ridicule factor ,0,3014
thriller `` new best friend '' ,1,3015
barbershop is n't as funny as it should be ,0,3016
spider invasion comic chiller ,1,3017
"long , slow and dreary ",0,3018
video games are more involving than this mess . ,0,3019
"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness ",0,3020
inspiration and ,1,3021
witty dialogue and inventive moments ,1,3022
the creative animation work ,1,3023
slice of comedic bliss ,1,3024
a fluid and mesmerizing sequence ,1,3025
doing its namesake proud ,1,3026
although this idea is `` new '' the results are tired ,0,3027
a renowned indian film culture ,1,3028
"the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes . ",0,3029
"does a good job of establishing a time and place , and of telling a fascinating character 's story . ",1,3030
30 seconds of plot ,0,3031
", it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times . ",1,3032
was better ,1,3033
interesting story ,1,3034
a marvel of production design . ,1,3035
will leave you wanting to abandon the theater ,0,3036
has all the complexity and realistic human behavior of an episode of general hospital ,0,3037
they do n't fit well together and ,0,3038
the pushiness and decibel volume ,0,3039
diverse ,1,3040
rejigger fatal attraction into a high school setting ,0,3041
deep intelligence and ,1,3042
bad-movie ,0,3043
than their funny accents ,1,3044
"fun , popcorn movies ",1,3045
campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson . ,1,3046
uniqueness ,1,3047
interesting and thoroughly ,1,3048
"( shyamalan ) turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count . ",1,3049
does seem pretty unbelievable at times ,0,3050
those monologues stretch on and on ,0,3051
a perfect wildean actor ,1,3052
you wo n't be disappointed ,1,3053
"friendship , ",1,3054
put a human face on the travail of thousands of vietnamese ,1,3055
"as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable . ",1,3056
virtuoso throat-singing ,1,3057
recognize ,1,3058
gives human nature its unique feel ,1,3059
"every painful nuance , unexpected flashes of dark comedy ",1,3060
ferrara 's best film ,1,3061
uneventful ,0,3062
"you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world ",1,3063
of the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness ,0,3064
"the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep ",1,3065
suffers from unlikable characters and a self-conscious sense of its own quirky hipness ,0,3066
establishes its ominous mood and tension ,1,3067
almost unbearably ,0,3068
"has warmth , wit and interesting characters compassionately portrayed ",1,3069
loved ones ,1,3070
me as unusually and unimpressively fussy ,0,3071
is nothing but boilerplate clichés from start to finish ,0,3072
gorgeousness . ,1,3073
the intellectual and emotional pedigree of your date and a giant step backward for a director i admire ,0,3074
of domestic tension and unhappiness ,0,3075
very talented ,1,3076
the movie dragged on ,0,3077
even accepting this in the right frame of mind can only provide it with so much leniency . ,0,3078
"he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low ",0,3079
is definitely a director to watch . ,1,3080
"surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving ",1,3081
's only one way to kill michael myers for good : stop buying tickets to these movies . ,0,3082
"is a variant of the nincompoop benigni persona , ",0,3083
"into what was essentially , by campaign 's end , an extended publicity department ",0,3084
make this a charmer . ,1,3085
his lack ,0,3086
the year 's greatest adventure ,1,3087
both the beauty of the land and the people ,1,3088
entirely irony-free ,1,3089
how it washed out despite all of that ,0,3090
"when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if argento 's hollywood counterparts ... had this much imagination and nerve ",1,3091
of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye ,1,3092
"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying ",1,3093
laugh once ( maybe twice ) ,1,3094
a one-of-a-kind work ,1,3095
perfectly entertaining summer diversion ,1,3096
many can aspire but none can equal ,1,3097
"retread , hobbled by half-baked setups and sluggish pacing . ",0,3098
that ca n't get sufficient distance from leroy 's ,0,3099
is n't a very involving one ,0,3100
"simpler , leaner ",1,3101
pointless extremes ,0,3102
a poignant comedy that offers food for thought . ,1,3103
consistent with the messages espoused in the company 's previous video work ,1,3104
... hokey art house pretension . ,0,3105
"because both are just actory concoctions , defined by childlike dimness and a handful of quirks ",0,3106
( hell is ) looking down at your watch and realizing serving sara is n't even halfway through . ,0,3107
"are complex and quirky , but entirely believable ",1,3108
a potentially trite and overused concept ,0,3109
... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows ,1,3110
impart a message without bludgeoning the audience over the head ,1,3111
closed ,1,3112
"an energetic , violent movie with a momentum that never lets up ",1,3113
struggling to give themselves a better lot in life than the ones ,1,3114
useless ,0,3115
allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself ,1,3116
faltering half-step ,0,3117
"... portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue . ",1,3118
intricately constructed ,1,3119
a fantastically vital movie ,1,3120
sensitive and ,1,3121
survival wrapped in the heart-pounding suspense of a stylish psychological thriller ,1,3122
the master of disguise is awful . ,0,3123
"entertaining and , ultimately , ",1,3124
those gimmicks ,0,3125
", barbershop is tuned in to its community . ",1,3126
to be wholesome and subversive at the same time ,1,3127
fail ,0,3128
has appeal beyond being a sandra bullock vehicle or a standard romantic comedy ,1,3129
combustible mixture ,1,3130
dry and ,0,3131
pleasing verisimilitude ,1,3132
"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids . ",1,3133
works beautifully ,1,3134
"to its last-minute , haphazard theatrical release ",0,3135
putters along looking for astute observations and coming up blank ,0,3136
"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes . ",1,3137
the masterful british actor ian holm ,1,3138
above superficiality ,1,3139
be intriguing ,1,3140
"stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . ",0,3141
absurd collection ,0,3142
nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin ,1,3143
too safe ,0,3144
is an actress works as well as it does because ( the leads ) are such a companionable couple . ,1,3145
of virtually plotless meanderings ,0,3146
'll still be glued to the screen ,1,3147
of boring ,0,3148
"captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world . ",1,3149
likely to find compelling ,1,3150
made on the cheap ,0,3151
has been awarded mythic status in contemporary culture ,1,3152
great scares and ,1,3153
nor a cliché left unsaid ,0,3154
giddy and provocative sexual ,1,3155
the most highly-praised disappointments i ,0,3156
unconvincing ,0,3157
a few good ideas ,1,3158
unbearable when it is n't merely offensive ,0,3159
"see `` simone , '' and consider a dvd rental instead ",0,3160
delivers roughly equal amounts of beautiful movement and inside information . ,1,3161
tasty ,1,3162
the spectacle of small-town competition ,1,3163
terrific role ,1,3164
is there a group of more self-absorbed women than the mother and daughters featured in this film ,0,3165
viewed as pure composition and form -- ,1,3166
"the performances are amiable and committed , and the comedy more often than not hits the bullseye . ",1,3167
problems and ,0,3168
dissing the film that they did n't mind the ticket cost ,0,3169
unrecoverable life ,0,3170
so much that he refuses to evaluate his own work ,0,3171
"one of his most daring , and complicated , performances ",1,3172
", festival in cannes offers rare insight into the structure of relationships . ",1,3173
misfire that even tunney ca n't save ,0,3174
vivid characters ,1,3175
watch these two together again ,1,3176
undergo radical changes when it suits the script ,0,3177
a finely tuned mood ,1,3178
"self-consciously flashy camera effects , droning house music ",0,3179
a minor film with major pleasures from portuguese master manoel de oliviera ... ,1,3180
"'' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original . ",0,3181
you want the story to go on and on ,1,3182
"assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times ",0,3183
brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination ,0,3184
is part of the fun ,1,3185
overwrought ,0,3186
sterling ,1,3187
tells a deeper story ,1,3188
that thrusts the audience into a future they wo n't much care about ,0,3189
uneasily ,0,3190
"the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover . ",0,3191
a backbone ,1,3192
the hook ,1,3193
suck the audience in ,1,3194
strangely moved by even the corniest and most hackneyed contrivances ,1,3195
even more haunting than those in mr. spielberg 's 1993 classic ,1,3196
"a solid , spooky entertainment worthy of the price of a ticket ",1,3197
courageous scottish lady ,1,3198
feel like you were n't invited to the party ,0,3199
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap . ",0,3200
edgy thriller ,1,3201
as the film breaks your heart ,1,3202
the movie 's blatant derivativeness is one reason it 's so lackluster . ,0,3203
from a stunningly unoriginal premise ,0,3204
the film does pack some serious suspense . ,1,3205
tiring ,0,3206
'll find yourself remembering this refreshing visit to a sunshine state ,1,3207
"an unbelievably stupid film , though occasionally fun enough to make you ",0,3208
"tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony ",0,3209
proves itself a more streamlined ,1,3210
with remarkable serenity and discipline ,1,3211
does the nearly impossible ,1,3212
there 's some outrageously creative action in the transporter ... ( b ) ut by the time frank parachutes down onto a moving truck ,1,3213
too much syrup ,0,3214
its critical backlash ,0,3215
imagine ( if possible ) a pasolini film without passion or politics ,0,3216
becomes long and tedious like a classroom play in a college history course . ,0,3217
was inspired ,1,3218
"the heart of the film is a touching reflection on aging , suffering and the prospect of death . ",1,3219
bland songs ,0,3220
like a human volcano or an overflowing septic tank ,0,3221
that was hard for me to warm up to ,0,3222
beyond the end zone ,1,3223
figures prominently in this movie ,1,3224
"staged like `` rosemary 's baby , '' but is not as well-conceived as either of those films . ",0,3225
'' exceeds expectations . ,1,3226
inventiveness ,1,3227
"was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention . ",0,3228
open yourself up to mr. reggio 's theory of this imagery as the movie 's set ,1,3229
sit through -- despite some first-rate performances ,1,3230
the action is dazzling ,1,3231
"director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world 's greatest teacher ",1,3232
held hostage ,0,3233
is visually ravishing ,1,3234
"thought-provoking and stylish , if also somewhat hermetic . ",1,3235
will prefer this new version ,1,3236
be viewed and treasured for its extraordinary intelligence and originality as well as ,1,3237
"it 's kind of insulting , both to men and women . ",0,3238
wall ,1,3239
"despite slick production values and director roger michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours . ",0,3240
", crush goes to absurd lengths to duck the very issues it raises . ",0,3241
strange and beautiful film . ,1,3242
's just too boring and obvious ,0,3243
", uneven action comedy ",0,3244
"all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",0,3245
funny fanatics ,1,3246
fantastic movie ,1,3247
make love a joy to behold . ,1,3248
better suited to a night in the living room than a night at the movies ,0,3249
nothing but an episode ,0,3250
their bodies ,1,3251
"is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them . ",1,3252
showcases a group of dedicated artists ,1,3253
"the quaking essence of passion , grief and fear ",1,3254
pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting ,1,3255
"very , very good reasons ",1,3256
the pleasures of a well-made pizza ,1,3257
an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested ,0,3258
rather simplistic ,0,3259
"i 've never bought from telemarketers , but i bought this movie . ",1,3260
"'s clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long . ",0,3261
smaller numbered kidlets will enjoy . ,1,3262
the movie 's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell . ,0,3263
to narrative filmmaking with a visually masterful work of quiet power ,1,3264
lost and desolate ,0,3265
tears welled up in my eyes both times ,1,3266
potentially good comic premise ,1,3267
what once was conviction is now affectation ,0,3268
tumbleweeds blowing through the empty theaters ,0,3269
as fascinating ,1,3270
that with really poor comedic writing ,0,3271
offers few surprises ,0,3272
"hollow , self-indulgent , and - worst of all - ",0,3273
weave a protective cocoon around his own ego ,0,3274
war-weary marine ,0,3275
painfully padded . ,0,3276
"a sharp , amusing study of the cult ",1,3277
"entertaining , if somewhat standardized , action ",1,3278
flirts with propaganda ,0,3279
of an allegedly inspiring and easily marketable flick ,1,3280
agreed ,1,3281
"to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity ",1,3282
is matched only by the ridiculousness of its premise ,0,3283
"including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen ",1,3284
he has actually bothered to construct a real story this time . ,1,3285
"subjected to farts , urine , feces , semen , or any of the other foul substances ",0,3286
paul cox needed to show it . ,0,3287
skip this dreck ,0,3288
marginal intelligence ,0,3289
delightfully so ,1,3290
"that martin lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere ",0,3291
nearly all the fundamentals you take for granted in most films are mishandled here . ,0,3292
"nevertheless , it still seems endless . ",0,3293
a few laughs ,1,3294
vereté has a whip-smart sense of narrative bluffs . ,1,3295
this is just lazy writing . ,0,3296
"becomes a soulful , incisive meditation ",1,3297
are of the highest and the performances ,1,3298
zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special . ,1,3299
is that i ca n't wait to see what the director does next . ,1,3300
with so much first-rate talent ,1,3301
in welcome perspective ,1,3302
"seems based on ugly ideas instead of ugly behavior , as happiness was ... ",0,3303
thanks to confident filmmaking and a pair of fascinating performances ,1,3304
"the visuals , even erotically frank ones , ",1,3305
"meeting , even exceeding expectations , it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . ",1,3306
believe that resident evil is not it . ,0,3307
"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive ",0,3308
mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious ,0,3309
"the film starts promisingly , but the ending is all too predictable and far too cliched to really work ",0,3310
upbeat ending ,1,3311
pokemon 4ever ,1,3312
for granted in most films are mishandled here ,0,3313
smug grin ,0,3314
"'s as sorry a mess as its director 's diabolical debut , mad cows ",0,3315
laughs -- sometimes a chuckle ,1,3316
"none of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ? ",1,3317
", moving , and adventurous directorial debut ",1,3318
"skillfully assembled , ",1,3319
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why ",0,3320
samuel l. jackson is one of the best actors there is . ,1,3321
treasure planet rivals the top japanese animations of recent vintage . ,1,3322
grabs you ,1,3323
"may lack the pungent bite of its title , but ",0,3324
to pass this stinker off as a scary movie ,0,3325
sustain interest to the end ,1,3326
should come with the warning `` for serious film buffs only ! '' ,1,3327
own ambitious goals ,1,3328
that 's enough to sustain laughs ,1,3329
"a solid cast , assured direction and complete lack of modern day irony ",1,3330
in hero worship ,1,3331
feel compelled to watch the film twice or pick up a book on the subject ,1,3332
unexpected flashes of dark comedy ,1,3333
"is a touching reflection on aging , suffering and the prospect of death . ",1,3334
the high-buffed gloss and high-octane jolts ,1,3335
inspiration ,1,3336
lifelong concern ,1,3337
a charm that 's conspicuously missing from the girls ' big-screen blowout ,0,3338
neither as funny nor as charming as it thinks it is ,0,3339
delightfully ,1,3340
brilliant and brutal ,1,3341
repeated at least four times ,0,3342
"a determined , ennui-hobbled slog that really does n't have much to say beyond the news ",0,3343
is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ? ,0,3344
"'s about individual moments of mood , and an aimlessness that 's actually sort of amazing . ",1,3345
futile ,0,3346
month ,1,3347
-- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,0,3348
"wonderfully loopy tale of love , longing , and voting ",1,3349
collapses under its own meager weight . ,0,3350
a satisfying well-made romantic comedy that 's both charming and well acted ,1,3351
"flat , unconvincing ",0,3352
"the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion . ",1,3353
"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality ",1,3354
love the opening scenes of a wintry new york city in 1899 . ,1,3355
unusual homes ,1,3356
", beautifully realized ",1,3357
the misery ,0,3358
"'s simply stupid , irrelevant and deeply , truly ",0,3359
is this so boring ,0,3360
such a sophisticated and unsentimental treatment on the big screen ,1,3361
"with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ",0,3362
's rarely as entertaining as it could have been ,0,3363
pretty good little movie ,1,3364
that places the good-time shenanigans in welcome perspective ,1,3365
that the movie has no idea of it is serious or ,0,3366
"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree . ",1,3367
willingness to wander into the dark areas of parent-child relationships without flinching ,1,3368
"here a more annoying , though less angry ",0,3369
hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss ,0,3370
( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) ,0,3371
warped logic ,0,3372
's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison . ,0,3373
the film seem like something to endure instead of enjoy ,0,3374
about death ,0,3375
often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films . ,0,3376
push it through the audience 's meat grinder one more time ,0,3377
bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve ,1,3378
this is standard crime drama fare ... instantly forgettable and thoroughly dull . ,0,3379
the best of hollywood 's comic-book ,1,3380
", brilliant and macabre ",1,3381
bitter nor sweet ,1,3382
"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . ",0,3383
"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time . ",0,3384
"a canny crowd pleaser , and the last kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex ",1,3385
the film 's saving graces ,1,3386
irreparably ,0,3387
"is a riveting , brisk delight . ",1,3388
slapstick and unfunny tricks ,0,3389
", bordering on offensive , waste of time , money and celluloid . ",0,3390
so warm and fuzzy ,1,3391
"surefire , beloved genres ",1,3392
abysmally ,0,3393
making it relatively effortless to read and follow the action at the same time ,1,3394
some real vitality and even art ,1,3395
dumb fart ,0,3396
"how many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ? ",0,3397
"logical , unforced continuation ",1,3398
"contrived , awkward ",0,3399
"that will give you goosebumps as its uncanny tale of love , communal discord , and justice ",1,3400
a lot smarter and more unnerving than the sequels ,1,3401
is among wiseman 's warmest . ,1,3402
"that you 've seen it all before , even if you 've never come within a mile of the longest yard ",0,3403
's like rocky and bullwinkle on speed ,1,3404
"... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny . ",0,3405
`` gangs '' is never lethargic ,1,3406
bravura performance ,1,3407
whet one 's appetite for the bollywood films ,1,3408
beautiful scene ,1,3409
uninspired preachy and clichéd war ,0,3410
updated dickensian sensibility ,1,3411
the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions ,1,3412
a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor ,1,3413
", the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see . ",1,3414
"however , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome . ",1,3415
could have used my two hours better watching being john malkovich again ,0,3416
too much norma rae ,0,3417
technically sumptuous but also almost wildly alive ,1,3418
the best the contest received ,1,3419
suffers from all the excesses ,0,3420
is a seriously intended movie that is not easily forgotten . ,1,3421
"` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . ' ",0,3422
"is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . ",1,3423
"seen as hip , winking social commentary ",1,3424
rare family movie ,1,3425
no laughs . ,0,3426
little less bling-bling and a lot more ,0,3427
his machismo ,1,3428
"played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it ",0,3429
"the characters , cast in impossibly contrived situations , are totally estranged from reality . ",0,3430
in alcatraz ' ... a cinematic corpse that never springs to life ,0,3431
"the uninspired scripts , acting and direction never rise above the level of an after-school tv special ",0,3432
beautiful work ,1,3433
sane and breathtakingly creative film ,1,3434
wonder ,1,3435
i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- ,1,3436
hide new secretions ,0,3437
's a clarity of purpose and even-handedness ,1,3438
a pathetically ,0,3439
dull-witted and disquietingly creepy ,0,3440
a consummate actor incapable of being boring ,1,3441
becomes too heavy for the plot ,0,3442
with an assurance worthy of international acclaim ,1,3443
the delicious pulpiness of its lurid fiction ,1,3444
"all the pieces fall together without much surprise , but little moments give it a boost ",1,3445
"traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity ",1,3446
gratingly unfunny ,0,3447
in narcissism and self-congratulation disguised as a tribute ,0,3448
has a solid emotional impact . ,1,3449
troubled and ,0,3450
sketchiest ,0,3451
"holm does his sly , intricate magic , ",1,3452
britney spears has popped up with more mindless drivel ,0,3453
emerges from the simple fact that the movie has virtually nothing to show . ,0,3454
a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence ,1,3455
will find millions of eager fans . ,1,3456
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . ,0,3457
"presence to become a major-league leading lady , ( but ) ",1,3458
for some major alterations ,1,3459
"is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in ",0,3460
relatively dry ,0,3461
... a series of tales told with the intricate preciseness of the best short story writing . ,1,3462
too easy ,0,3463
of these tragic deaths ,0,3464
"is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication ",0,3465
bump in the night and nobody cares ,0,3466
"perhaps it 's cliche to call the film ` refreshing , ' but ",1,3467
is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream ,0,3468
falls to the floor with a sickening thud ,0,3469
's little to recommend snow dogs ,0,3470
the sick character ,0,3471
sentimental mess ,0,3472
that the movie does not do them justice ,0,3473
its story ,1,3474
astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment ,1,3475
exudes the urbane sweetness ,1,3476
"this starts off with a 1950 's doris day feel and it gets very ugly , very fast . ",0,3477
"a sensitive , cultivated treatment of greene 's work as well as a remarkably faithful one . ",1,3478
take me back to a time ,1,3479
induces headaches ,0,3480
takes an astonishingly condescending attitude toward women ,0,3481
"like the logical , unforced continuation of the careers of a pair of spy kids ",1,3482
julie taymor 's preposterous titus ,0,3483
be awed by the power and grace of one of the greatest natural sportsmen of modern times ,1,3484
ultimately undo him ,0,3485
you turn stupid ,0,3486
humorous observations about the general absurdity of modern life ,1,3487
"delightfully unpredictable , hilarious ",1,3488
a computer-generated cold fish ,0,3489
", one hour photo lives down to its title . ",0,3490
worldly-wise and very funny script ,1,3491
as a fairly weak retooling ,0,3492
polished and vastly entertaining ,1,3493
resents having to inhale this gutter romancer 's secondhand material ,0,3494
"simply stupid , irrelevant and deeply ",0,3495
satisfyingly unsettling ride ,1,3496
"the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while ",1,3497
search of purpose or even a plot ,0,3498
an oddly winning portrayal of one of life 's ultimate losers ,1,3499
terrible ,0,3500
mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything . ,0,3501
"'s sharply comic and surprisingly touching , so hold the gong ",1,3502
the best espionage picture ,1,3503
lan yu never catches dramatic fire . ,0,3504
tens of thousands of german jewish refugees ,0,3505
"some startling , surrealistic moments ",1,3506
annoying rather than charming ,0,3507
is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right . ,1,3508
impeccable comic timing ,1,3509
do well to cram earplugs in their ears and ,0,3510
is paced at a speed that is slow to those of us in middle age and deathly slow to any teen ,0,3511
takes a stand in favor of tradition and warmth ,1,3512
"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck ",0,3513
"for its excellent storytelling , its economical ",1,3514
is generous and deep ,1,3515
failed ,0,3516
most of what passes for sex in the movies look like cheap hysterics ,0,3517
it 's an experience in understanding a unique culture that is presented with universal appeal . ,1,3518
"the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success ",1,3519
the year 's ( unintentionally ) funniest moments ,1,3520
superbly ,1,3521
french coming-of-age import ,1,3522
capable of anteing up some movie star charisma ,1,3523
a cute alien creature who mimics everyone and everything around ,1,3524
sad but ,0,3525
esteemed ,1,3526
"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed . ",0,3527
problematic quest ,0,3528
substantial or fresh ,1,3529
watchable by a bravura performance ,1,3530
labute 's careful handling makes the material seem genuine rather than pandering . ,1,3531
misdemeanor ,0,3532
", has solid acting and a neat premise ",1,3533
is infectious ,1,3534
"it cooks conduct in a low , smoky and inviting sizzle . ",1,3535
"i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks . ",1,3536
sad schlock merchant ,0,3537
its poignancy hooks us completely ,1,3538
less bling-bling ,0,3539
slickly staged ,1,3540
sluggish pace and lack ,0,3541
relies on subtle ironies and visual devices ,1,3542
exaggerated action ,0,3543
are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting ,1,3544
a movie to forget ,0,3545
"'s fun , ",1,3546
the central flaw of the film ,0,3547
's too loud ,0,3548
wallowing in its characters ' frustrations ,0,3549
the men and machines behind the curtains of our planet ,1,3550
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy ",0,3551
makes the journey feel like a party ,1,3552
"a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh . ",1,3553
